"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"241211401","2024 May 06 12:00:00 AM","2024 May 02 12:00:00 AM","1216","12","77th Street","1266","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1912 1906 2035 0913 1802","31","F","B","507","CONDOMINIUM/TOWNHOUSE",,,"IC","Invest Cont","956",,,,"300 W  82ND                         ST",,"33.965","-118.2783"
"241008639","2024 May 06 12:00:00 AM","2024 May 03 12:00:00 AM","1425","10","West Valley","1008","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344","34","M","W","203","OTHER BUSINESS",,,"IC","Invest Cont","341",,,,"6800    VALJEAN                      AV",,"34.2077","-118.4912"
"241211270","2024 May 04 12:00:00 AM","2024 May 04 12:00:00 AM","1830","12","77th Street","1259","2","624","BATTERY - SIMPLE ASSAULT","0416 0361 0913","51","M","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"700 E  78TH                         ST",,"33.9684","-118.263"
"241510088","2024 May 07 12:00:00 AM","2024 May 06 12:00:00 AM","2100","15","N Hollywood","1529","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"6200    CLYBOURN                     AV",,"34.1829","-118.365"
"241709873","2024 May 25 12:00:00 AM","2024 May 24 12:00:00 AM","2230","17","Devonshire","1716","1","330","BURGLARY FROM VEHICLE","1202 1609 0344","75","M","W","101","STREET",,,"IC","Invest Cont","330",,,,"17000    HALSEY                       ST",,"34.281","-118.5021"
"242008782","2024 May 07 12:00:00 AM","2024 May 07 12:00:00 AM","0625","20","Olympic","2034","2","888","TRESPASSING","2004 0910 1501","0","X","X","921","MTA - PURPLE LINE - WILSHIRE/NORMANDIE",,,"IC","Invest Cont","888",,,,"3500    WILSHIRE                     BL",,"34.0617","-118.3004"
"241211362","2024 May 06 12:00:00 AM","2024 May 03 12:00:00 AM","1000","12","77th Street","1263","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1822","51","M","X","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","341",,,,"1600 W  84TH                         PL",,"33.9618","-118.3047"
"240407566","2024 May 13 12:00:00 AM","2024 May 10 12:00:00 AM","0600","04","Hollenbeck","0456","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1300","24","M","H","101","STREET",,,"IC","Invest Cont","331",,,,"2400    FAIRMOUNT                    ST",,"34.0521","-118.2045"
"240509177","2024 May 26 12:00:00 AM","2024 May 25 12:00:00 AM","2100","05","Harbor","0514","1","330","BURGLARY FROM VEHICLE","0344 1307 1609 0358 1302","19","F","H","101","STREET",,,"IC","Invest Cont","330",,,,"HAWAIIAN","ANAHEIM","33.7792","-118.2768"
"241409625","2024 May 14 12:00:00 AM","2024 May 14 12:00:00 AM","0148","14","Pacific","1494","2","888","TRESPASSING",,"0","X","X","212","TRANSPORTATION FACILITY (AIRPORT)",,,"IC","Invest Cont","888",,,,"100    WORLD                        WY",,"33.9455","-118.4004"
"240310317","2024 May 08 12:00:00 AM","2024 May 03 12:00:00 AM","1530","03","Southwest","0393","2","624","BATTERY - SIMPLE ASSAULT","1251 1259 2024 1824 0913 0416 0446 0216","13","F","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"3600    STOCKER                      ST",,"34.0084","-118.3351"
"242009205","2024 May 25 12:00:00 AM","2024 May 24 12:00:00 AM","1900","20","Olympic","2035","2","354","THEFT OF IDENTITY","0100 0928 0930 1822","26","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"700 S  MARIPOSA                     AV",,"34.0598","-118.2987"
"240310044","2024 May 01 12:00:00 AM","2024 May 01 12:00:00 AM","2230","03","Southwest","0377","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0334 0411 0400 0416 0445 0449 0554","27","M","H","102","SIDEWALK","204","FOLDING KNIFE","AO","Adult Other","230",,,,"1200 W  39TH                         PL",,"34.0142","-118.2974"
"240509447","2024 May 31 12:00:00 AM","2024 May 31 12:00:00 AM","1405","05","Harbor","0504","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0344 2004","0","M","O","203","OTHER BUSINESS",,,"AA","Adult Arrest","442",,,,"19500    NORMANDIE                    AV",,"33.8542","-118.2992"
"240908660","2024 May 01 12:00:00 AM","2024 May 01 12:00:00 AM","0300","09","Van Nuys","0911","1","761","BRANDISH WEAPON","0334 1814 0913 1402 2000 0416 0446","43","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","761",,,"15600    VANOWEN                      ST",,"34.1939","-118.4729"
"241510039","2024 May 05 12:00:00 AM","2024 May 04 12:00:00 AM","2200","15","N Hollywood","1517","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",,"0",,,"101","STREET",,,"IC","Invest Cont","420",,,,"11100    KITTRIDGE                    ST",,"34.1937","-118.3748"
"240111170","2024 May 07 12:00:00 AM","2024 May 07 12:00:00 AM","1045","01","Central","0192","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 2032","23","F","H","210","RESTAURANT/FAST FOOD",,,"IC","Invest Cont","440",,,,"S  HILL                         ST","W  WASHINGTON                   BL","34.0321","-118.2667"
"241608004","2024 May 06 12:00:00 AM","2024 May 06 12:00:00 AM","2100","16","Foothill","1602","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0913","74","M","H","501","SINGLE FAMILY DWELLING",,,"AA","Adult Arrest","740",,,,"12700    JUDD                         ST",,"34.2794","-118.4097"
"241909101","2024 May 24 12:00:00 AM","2024 May 15 12:00:00 AM","1800","19","Mission","1919","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","48","M","X","101","STREET",,,"IC","Invest Cont","440",,,,"12800    ARROYO                       ST",,"34.2951","-118.4112"
"240609520","2024 May 29 12:00:00 AM","2024 May 25 12:00:00 AM","2345","06","Hollywood","0646","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344 1501","29","F","A","210","RESTAURANT/FAST FOOD",,,"IC","Invest Cont","440",,,,"6500    SELMA                        AV",,"34.0998","-118.331"
"241709537","2024 May 14 12:00:00 AM","2024 May 10 12:00:00 AM","1900","17","Devonshire","1712","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 0329","69","F","W","101","STREET",,,"IC","Invest Cont","420",,,,"11500    DORAL                        AV",,"34.28","-118.5489"
"241008747","2024 May 11 12:00:00 AM","2024 May 11 12:00:00 AM","1220","10","West Valley","1006","2","624","BATTERY - SIMPLE ASSAULT","0400 0416 0913 1202 1810 2002","62","M","O","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"17300    LEMAC                        ST",,"34.2106","-118.5112"
"241309164","2024 May 08 12:00:00 AM","2024 May 08 12:00:00 AM","0600","13","Newton","1321","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"2100    MAPLE                        AV",,"34.0289","-118.2686"
"241810369","2024 May 30 12:00:00 AM","2024 May 30 12:00:00 AM","0430","18","Southeast","1806","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"700 E  92ND                         ST",,"33.9529","-118.263"
"240908927","2024 May 09 12:00:00 AM","2024 May 04 12:00:00 AM","1130","09","Van Nuys","0914","2","354","THEFT OF IDENTITY","0922 0930 0935","68","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"15100    VANOWEN                      ST",,"34.1976","-118.4574"
"241510491","2024 May 16 12:00:00 AM","2024 May 08 12:00:00 AM","1800","15","N Hollywood","1532","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",,"0",,,"101","STREET",,,"IC","Invest Cont","420",,,,"5700    LAUREL CANYON                BL",,"34.1797","-118.4014"
"241008557","2024 May 04 12:00:00 AM","2024 May 04 12:00:00 AM","2110","10","West Valley","1004","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0913 0556 0400 0448 1259 0602","16","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","627",,,,"7700    NESTLE                       AV",,"34.2105","-118.5307"
"241510526","2024 May 13 12:00:00 AM","2024 May 13 12:00:00 AM","1400","15","N Hollywood","1595","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1309 1822 1318 0329 1300","26","M","W","101","STREET",,,"IC","Invest Cont","740",,,,"12000    VENTURA                      BL",,"34.1437","-118.3928"
"240209468","2024 May 02 12:00:00 AM","2024 May 02 12:00:00 AM","1615","02","Rampart","0246","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0344 2004","0","X","X","203","OTHER BUSINESS",,,"IC","Invest Cont","442",,,,"400 S  ALVARADO                     ST",,"34.0613","-118.2737"
"241409657","2024 May 19 12:00:00 AM","2024 May 19 12:00:00 AM","1757","14","Pacific","1469","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0344","37","M","W","402","MARKET",,,"IC","Invest Cont","442",,,,"6800    LA CIENEGA                   BL",,"33.9761","-118.3726"
"240111307","2024 May 10 12:00:00 AM","2024 May 04 12:00:00 AM","2155","01","Central","0181","1","352","PICKPOCKET","0344","22","F","H","741","STAPLES CENTER *",,,"IC","Invest Cont","352",,,,"1100 S  FIGUEROA                     ST",,"34.0431","-118.2692"
"241409284","2024 May 06 12:00:00 AM","2024 May 06 12:00:00 AM","0035","14","Pacific","1499","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300","23","M","H","108","PARKING LOT",,,"IC","Invest Cont","740",,,,"11500    AVIATION                     BL",,"33.93","-118.3784"
"241409876","2024 May 28 12:00:00 AM","2024 May 25 12:00:00 AM","2200","14","Pacific","1456","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344","26","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","331",,,,"11900    CULVER                       BL",,"33.9955","-118.421"
"240808222","2024 May 07 12:00:00 AM","2024 May 07 12:00:00 AM","1230","08","West LA","0835","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1822 0344 1300 0384","23","M","F","101","STREET",,,"IC","Invest Cont","331",,,,"10700    LA GRANGE                    AV",,"34.0459","-118.4356"
"241008608","2024 May 07 12:00:00 AM","2024 May 07 12:00:00 AM","1405","10","West Valley","1034","2","624","BATTERY - SIMPLE ASSAULT","1227 0919 1822 0400 0416 1309 1312 1310","26","M","W","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"18000    ERWIN                        ST",,"34.1839","-118.5252"
"240908695","2024 May 03 12:00:00 AM","2024 May 02 12:00:00 AM","2240","09","Van Nuys","0952","2","860","BATTERY WITH SEXUAL CONTACT","0400 0448 0522 2004","36","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","860",,,,"15100    MAGNOLIA                     BL",,"34.1684","-118.4586"
"240310101","2024 May 02 12:00:00 AM","2024 May 02 12:00:00 AM","1305","03","Southwest","0334","2","624","BATTERY - SIMPLE ASSAULT","1822 0444","31","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"2800 S  BRONSON                      AV",,"34.0311","-118.3338"
"242009121","2024 May 19 12:00:00 AM","2024 May 19 12:00:00 AM","2247","20","Olympic","2029","2","888","TRESPASSING","1822 0910 2052","0","X","X","905","MTA - RED LINE - WILSHIRE/VERMONT",,,"IC","Invest Cont","888",,,,"3100    WILSHIRE                     BL",,"34.0652","-118.2878"
"241211105","2024 May 02 12:00:00 AM","2024 May 02 12:00:00 AM","0736","12","77th Street","1257","2","890","FAILURE TO YIELD","1309 1822","0","X","X","101","STREET",,,"IC","Invest Cont","890",,,,"HOOVER                       ST","83RD                         ST","33.9693","-118.285"
"240407702","2024 May 21 12:00:00 AM","2024 May 20 12:00:00 AM","1800","04","Hollenbeck","0477","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"2800 E  7TH                          ST",,"34.0298","-118.2114"
"240407498","2024 May 10 12:00:00 AM","2024 May 09 12:00:00 AM","2200","04","Hollenbeck","0473","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,"0",,,"101","STREET",,,"IC","Invest Cont","341",,,,"400 S  CHICAGO                      ST",,"34.0417","-118.2142"
"241108318","2024 May 24 12:00:00 AM","2024 May 23 12:00:00 AM","2045","11","Northeast","1181","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"2400 W  SUNSET                       BL",,"34.0808","-118.2655"
"240310761","2024 May 25 12:00:00 AM","2024 May 25 12:00:00 AM","1600","03","Southwest","0334","1","510","VEHICLE - STOLEN",,"0",,,"108","PARKING LOT",,,"IC","Invest Cont","510",,,,"2900    CRENSHAW                     BL",,"34.0295","-118.3351"
"241908727","2024 May 09 12:00:00 AM","2024 May 09 12:00:00 AM","0700","19","Mission","1972","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"9000    BURNET                       AV",,"34.2337","-118.4632"
"241510210","2024 May 08 12:00:00 AM","2024 May 05 12:00:00 AM","1820","15","N Hollywood","1506","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0352 0325 1822 0344","0","M","O","213","WAREHOUSE",,,"IC","Invest Cont","442",,,,"7100    VINELAND                     AV",,"34.2027","-118.3745"
"240808176","2024 May 02 12:00:00 AM","2024 May 02 12:00:00 AM","1345","08","West LA","0881","1","330","BURGLARY FROM VEHICLE","1822 0344 1300","0","X","X","101","STREET",,,"IC","Invest Cont","330",,,,"TENNESSEE                    AV","WELLESLEY                    AV","34.0296","-118.4533"
"240209693","2024 May 09 12:00:00 AM","2024 May 03 12:00:00 AM","1800","02","Rampart","0236","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329","57","M","H","725","GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,"IC","Invest Cont","740",,,,"2000    BEVERLY                      BL",,"34.066","-118.2688"
"242108948","2024 May 10 12:00:00 AM","2024 May 10 12:00:00 AM","0420","21","Topanga","2189","2","886","DISTURBING THE PEACE",,"31","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","886",,,,"20800    VENTURA                      BL",,"34.1665","-118.5859"
"241909071","2024 May 23 12:00:00 AM","2024 May 22 12:00:00 AM","1230","19","Mission","1918","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"13700    FOOTHILL                     BL",,"34.3087","-118.4319"
"240900731","2024 May 12 12:00:00 AM","2024 May 11 12:00:00 AM","1630","09","Van Nuys","0964","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 1402","0","X","X","404","DEPARTMENT STORE",,,"AA","Adult Arrest","442","998",,,"14000    RIVERSIDE                    DR",,"34.1576","-118.4387"
"241211605","2024 May 13 12:00:00 AM","2024 May 12 12:00:00 AM","2100","12","77th Street","1203","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"48TH","ST ANDREWS","34.0001","-118.3113"
"240111018","2024 May 03 12:00:00 AM","2024 May 03 12:00:00 AM","1907","01","Central","0192","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"VENICE","HOPE","34.0364","-118.2677"
"240908733","2024 May 04 12:00:00 AM","2024 May 03 12:00:00 AM","1530","09","Van Nuys","0937","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",,"0",,,"101","STREET",,,"IC","Invest Cont","420",,,,"6300    WOODMAN                      AV",,"34.1836","-118.4355"
"240111865","2024 May 23 12:00:00 AM","2024 May 23 12:00:00 AM","2000","01","Central","0147","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 0416 1814","28","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626",,,,"300 E  5TH                          ST",,"34.0453","-118.2443"
"241709557","2024 May 15 12:00:00 AM","2024 May 14 12:00:00 AM","1632","17","Devonshire","1764","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0378 1300 0325","0","X","X","404","DEPARTMENT STORE",,,"IC","Invest Cont","442",,,,"9300    TAMPA                        AV",,"34.244","-118.5583"
"241211587","2024 May 13 12:00:00 AM","2024 May 12 12:00:00 AM","1930","12","77th Street","1269","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"8400    TOWNE                        AV",,"33.9628","-118.2673"
"240111667","2024 May 21 12:00:00 AM","2024 May 19 12:00:00 AM","2000","01","Central","0192","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"1300 S  HOPE                         ST",,"34.0395","-118.2657"
"241709054","2024 May 02 12:00:00 AM","2024 May 02 12:00:00 AM","1250","17","Devonshire","1764","2","624","BATTERY - SIMPLE ASSAULT","0329 0416 1300 1822","20","F","H","108","PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","740",,,"9300    TAMPA                        AV",,"34.244","-118.5583"
"240310254","2024 May 06 12:00:00 AM","2024 May 06 12:00:00 AM","1915","03","Southwest","0331","1","761","BRANDISH WEAPON","1822 0202 0342 0216 1309 0334 0910 1259 1251 2048","14","M","H","949","MTA - EXPO LINE - EXPO/LA BREA","106","UNKNOWN FIREARM","IC","Invest Cont","761",,,,"5000    EXPOSITION                   BL",,"34.0246","-118.352"
"241510420","2024 May 13 12:00:00 AM","2024 May 13 12:00:00 AM","1545","15","N Hollywood","1513","2","624","BATTERY - SIMPLE ASSAULT","0913 0444 0446 0603","58","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","624",,,,"7000    BELLAIRE                     AV",,"34.1976","-118.4094"
"241008945","2024 May 21 12:00:00 AM","2024 May 09 12:00:00 AM","1500","10","West Valley","1041","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0400 0416 0913 0552 1257 0602","3","F","O","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","627",,,,"18800    MIRANDA                      ST",,"34.1757","-118.5426"
"240808348","2024 May 13 12:00:00 AM","2024 May 04 12:00:00 AM","1200","08","West LA","0842","1","480","BIKE - STOLEN","0344 1822","27","M","A","717","HEALTH SPA/GYM",,,"IC","Invest Cont","480",,,,"1400 S  WESTGATE                     AV",,"34.0444","-118.461"
"241608158","2024 May 11 12:00:00 AM","2024 May 07 12:00:00 AM","1800","16","Foothill","1602","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"AO","Adult Other","510",,,,"FILMORE                      ST","DRONFIELD                    AV","34.2815","-118.4076"
"240509040","2024 May 17 12:00:00 AM","2024 May 16 12:00:00 AM","1820","05","Harbor","0504","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0352 0386","40","F","B","108","PARKING LOT",,,"IC","Invest Cont","331",,,,"1600 W  207TH                        ST",,"33.8429","-118.3066"
"240609555","2024 May 31 12:00:00 AM","2024 May 30 12:00:00 AM","1400","06","Hollywood","0646","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",,"0",,,"101","STREET",,,"IC","Invest Cont","420",,,,"1300 N  LAS PALMAS                   AV",,"34.0944","-118.3363"
"241108319","2024 May 24 12:00:00 AM","2024 May 24 12:00:00 AM","1530","11","Northeast","1162","2","888","TRESPASSING","0910 1822 0325","0","X","X","908","MTA - RED LINE - VERMONT/SUNSET","515","PHYSICAL PRESENCE","AA","Adult Arrest","888",,,,"1500 N  VERMONT                      AV",,"34.0982","-118.2918"
"240609419","2024 May 24 12:00:00 AM","2024 May 11 12:00:00 AM","2001","06","Hollywood","0657","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329 1501","55","M","H","504","OTHER RESIDENCE",,,"IC","Invest Cont","745",,,,"5400    BARTON                       AV",,"34.0876","-118.3092"
"241409663","2024 May 20 12:00:00 AM","2024 May 20 12:00:00 AM","0618","14","Pacific","1494","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","35","F","B","212","TRANSPORTATION FACILITY (AIRPORT)",,,"IC","Invest Cont","440",,,,"200    WORLD                        WY",,"33.9455","-118.4003"
"241309579","2024 May 15 12:00:00 AM","2024 May 14 12:00:00 AM","2000","13","Newton","1381","1","330","BURGLARY FROM VEHICLE","0344 1307","29","M","B","101","STREET",,,"IC","Invest Cont","330",,,,"300 W  60TH                         ST",,"33.9851","-118.2783"
"240407469","2024 May 09 12:00:00 AM","2024 May 08 12:00:00 AM","0700","04","Hollenbeck","0411","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329","0","X","X","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","745",,,,"400 N  AVENUE 19",,"34.078","-118.225"
"241709016","2024 May 01 12:00:00 AM","2024 May 01 12:00:00 AM","1210","17","Devonshire","1762","2","888","TRESPASSING","2021","0","X","X","108","PARKING LOT",,,"IC","Invest Cont","888",,,,"20400    LASSEN                       ST",,"34.25","-118.577"
"241409305","2024 May 06 12:00:00 AM","2024 May 06 12:00:00 AM","1325","14","Pacific","1407","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344","26","M","W","717","HEALTH SPA/GYM",,,"IC","Invest Cont","341",,,,"3700    CLARINGTON                   AV",,"34.0248","-118.4021"
"240708783","2024 May 12 12:00:00 AM","2024 May 10 12:00:00 AM","2000","07","Wilshire","0705","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329 1822","28","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","740",,,,"7200    WILLOUGHBY                   AV",,"34.0871","-118.3462"
"240310218","2024 May 06 12:00:00 AM","2024 May 05 12:00:00 AM","1400","03","Southwest","0373","1","210","ROBBERY","1202 0344 0400","60","M","B","109","PARK/PLAYGROUND","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","210",,,,"43RD","CRENSHAW                     BL","34.0164","-118.3312"
"241909012","2024 May 18 12:00:00 AM","2024 May 18 12:00:00 AM","1640","19","Mission","1917","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325","0","X","X","402","MARKET",,,"IC","Invest Cont","442",,,,"13800    FOOTHILL                     BL",,"34.3101","-118.4338"
"240809111","2024 May 21 12:00:00 AM","2024 May 13 12:00:00 AM","2105","08","West LA","0849","1","330","BURGLARY FROM VEHICLE","0344 1822","29","F","W","101","STREET",,,"IC","Invest Cont","330",,,,"WHITWORTH                    DR","SHENANDOAH                   ST","34.0571","-118.3815"
"241810104","2024 May 14 12:00:00 AM","2024 May 14 12:00:00 AM","0018","18","Southeast","1801","1","330","BURGLARY FROM VEHICLE","1300 0344 0385 0329 1822","30","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","330",,,,"8700    REGINA                       CT",,"33.9587","-118.2848"
"240209877","2024 May 16 12:00:00 AM","2024 May 16 12:00:00 AM","1000","02","Rampart","0256","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"600 S  BURLINGTON                   AV",,"34.058","-118.2715"
"242009185","2024 May 21 12:00:00 AM","2024 May 10 12:00:00 AM","1541","20","Olympic","2035","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 0394 1822 2032","29","F","F","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","341",,,,"3300    WILSHIRE                     BL",,"34.0618","-118.2985"
"241009123","2024 May 28 12:00:00 AM","2024 May 22 12:00:00 AM","2015","10","West Valley","1027","1","330","BURGLARY FROM VEHICLE","1822 0344","48","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","330",,,,"17100    VOSE                         ST",,"34.1985","-118.5055"
"240209492","2024 May 03 12:00:00 AM","2024 May 03 12:00:00 AM","2030","02","Rampart","0256","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0104 1822 2004 0216","0","X","X","402","MARKET",,,"IC","Invest Cont","442",,,,"1700 W  6TH                          ST",,"34.0573","-118.2699"
"242108934","2024 May 09 12:00:00 AM","2024 May 09 12:00:00 AM","1500","21","Topanga","2105","1","210","ROBBERY","0344 0416 2004 1822","24","M","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","210",,,,"CANOGA                       AV","ROSCOE                       BL","34.2198","-118.5975"
"240708942","2024 May 20 12:00:00 AM","2024 May 19 12:00:00 AM","2139","07","Wilshire","0765","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0344 0325 1822 0104","0","X","X","203","OTHER BUSINESS",,,"IC","Invest Cont","442",,,,"1300 S  LA BREA                      AV",,"34.0501","-118.3442"
"242108945","2024 May 08 12:00:00 AM","2024 May 08 12:00:00 AM","1645","21","Topanga","2189","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 0377","28","F","W","719","MEDICAL/DENTAL OFFICES",,,"IC","Invest Cont","440",,,,"20000    VENTURA                      BL",,"34.1719","-118.5682"
"240310091","2024 May 03 12:00:00 AM","2024 May 02 12:00:00 AM","2015","03","Southwest","0374","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","1814 0416 0446 0913","29","F","B","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","236",,,,"3900 S  VAN NESS                     AV",,"34.0148","-118.3222"
"241009078","2024 May 28 12:00:00 AM","2024 May 27 12:00:00 AM","2015","10","West Valley","1079","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"4800    WOODLEY                      AV",,"34.1576","-118.4837"
