DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241105312,02/05/2024 12:00:00 AM,02/04/2024 12:00:00 AM,1720,11,Northeast,1152,1,210,ROBBERY,0400 0416 0344 1822 1402 1253 2049 2051 0910,33,F,B,801,MTA BUS,308,STICK,JA,Juv Arrest,210,998,,,HOLLYWOOD                    BL,SUNSET                       BL,34.0981,-118.287
240505231,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,0900,05,Harbor,0509,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,25000    WESTERN                      AV,,33.7978,-118.3075
240106697,02/07/2024 12:00:00 AM,02/07/2024 12:00:00 AM,0830,01,Central,0132,2,888,TRESPASSING,1501 0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
241406388,02/22/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1500,14,Pacific,1499,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11500    AVIATION                     BL,,33.93,-118.3784
241405867,02/09/2024 12:00:00 AM,02/09/2024 12:00:00 AM,1130,14,Pacific,1407,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,39,M,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331,,,,3800    VINTON                       AV,,34.0211,-118.4025
240505982,02/23/2024 12:00:00 AM,02/22/2024 12:00:00 AM,1730,05,Harbor,0511,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,30,F,O,505,MOTEL,,,IC,Invest Cont,341,,,,25700    BELLE PORTE                  AV,,33.7906,-118.3012
241005886,02/22/2024 12:00:00 AM,02/21/2024 12:00:00 AM,2236,10,West Valley,1063,1,330,BURGLARY FROM VEHICLE,0202 1822 0344 1300 1307 1609 1309 0216,19,F,O,101,STREET,,,IC,Invest Cont,330,,,,18700    VENTURA                      BL,,34.1707,-118.5407
240306610,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,1100,03,Southwest,0357,1,310,BURGLARY,1601 1402 1822 0344 0352,30,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700 S  CATALINA                     ST,,34.021,-118.2944
240305812,02/04/2024 12:00:00 AM,02/04/2024 12:00:00 AM,1350,03,Southwest,0361,2,624,BATTERY - SIMPLE ASSAULT,1822 0216 0416 0446,24,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4000    NICOLET                      AV,,34.0171,-118.3531
240806072,02/19/2024 12:00:00 AM,02/17/2024 12:00:00 AM,1545,08,West LA,0816,1,330,BURGLARY FROM VEHICLE,1822 1609 1307 0344 1306,21,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,500    KELTON                       AV,,34.0683,-118.4536
241206896,02/18/2024 12:00:00 AM,02/18/2024 12:00:00 AM,2100,12,77th Street,1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0371 0448 0419 0429 0913 1817,59,F,B,101,STREET,512,MACE/PEPPER SPRAY,AO,Adult Other,230,,,,FLORENCE,WESTERN,33.9746,-118.309
240107427,02/17/2024 12:00:00 AM,02/17/2024 12:00:00 AM,1615,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240505486,02/09/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1400,05,Harbor,0513,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1602 0344,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,25900    NORMANDIE                    AV,,33.7884,-118.2975
240107465,02/19/2024 12:00:00 AM,02/16/2024 12:00:00 AM,2345,01,Central,0164,1,352,PICKPOCKET,0344 1307 0358 1302 1300 0329,23,F,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,600    HARLEM                       PL,,34.0456,-118.2504
241700651,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2048,17,Devonshire,1758,1,648,ARSON,0329 1501,38,F,H,101,STREET,506,FIRE,IC,Invest Cont,648,,,,10200    WOODLEY                      AV,,34.2559,-118.4849
241105143,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,0450,11,Northeast,1117,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000    YOSEMITE                     DR,,34.1343,-118.211
240307167,02/27/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1145,03,Southwest,0395,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0104 0344 0913 1300,23,X,X,108,PARKING LOT,,,AO,Adult Other,668,,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
241406374,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1615,14,Pacific,1425,2,354,THEFT OF IDENTITY,0377,23,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3200    SAWTELLE                     BL,,34.0209,-118.4318
241207668,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,2200,12,77th Street,1269,2,624,BATTERY - SIMPLE ASSAULT,0361 0603 0913 0329 0416 0446 0401,49,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  80TH                         ST,,33.9665,-118.2695
240806262,02/23/2024 12:00:00 AM,02/22/2024 12:00:00 AM,2335,08,West LA,0893,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,2700    WESTWOOD                     BL,,34.0351,-118.4245
241406767,02/29/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1000,14,Pacific,1403,2,624,BATTERY - SIMPLE ASSAULT,0417 2004 1218,61,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,NATIONAL,SEPULVEDA,34.0276,-118.4287
240706182,02/22/2024 12:00:00 AM,02/15/2024 12:00:00 AM,1045,07,Wilshire,0762,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0400 0416,49,M,B,101,STREET,122,HECKLER & KOCH 93 SEMIAUTOMATIC ASSAULT RIFLE,IC,Invest Cont,230,,,,1400 S  CRESCENT HEIGHTS             BL,,34.0525,-118.3721
240706466,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1150,07,Wilshire,0722,2,888,TRESPASSING,1501,50,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,100 S  KINGS                        RD,,34.0745,-118.3721
241506104,02/13/2024 12:00:00 AM,02/12/2024 12:00:00 AM,1500,15,N Hollywood,1539,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 0344,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5800    CARTWRIGHT                   AV,,34.1758,-118.3638
241207337,02/26/2024 12:00:00 AM,02/26/2024 12:00:00 AM,1200,12,77th Street,1283,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346 1822 0601 1308,0,X,X,408,AUTO SUPPLY STORE*,,,IC,Invest Cont,440,,,,10300 S  WESTERN                      AV,,33.9432,-118.309
240306406,02/16/2024 12:00:00 AM,02/15/2024 12:00:00 AM,2350,03,Southwest,0338,1,210,ROBBERY,0344 1822 1309 0342 0209,22,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,30TH                         ST,VERMONT                      AV,34.0274,-118.2915
242100539,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1310,21,Topanga,2141,2,860,BATTERY WITH SEXUAL CONTACT,1402 0448 0551,33,F,H,116,OTHER/OUTSIDE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,998,,,COUNTY OAK                   RD,VICTORY                      BL,34.1845,-118.6666
240905245,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1930,09,Van Nuys,0904,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,341,,,,14900    RAYMER                       ST,,34.2131,-118.4584
240106733,02/07/2024 12:00:00 AM,02/07/2024 12:00:00 AM,1540,01,Central,0153,2,888,TRESPASSING,1501 0910,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
242005888,02/12/2024 12:00:00 AM,02/12/2024 12:00:00 AM,1345,20,Olympic,2062,2,624,BATTERY - SIMPLE ASSAULT,0917 0104 0416 1822 1266,19,M,H,405,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3100 W  PICO                         BL,,34.0506,-118.3127
241405856,02/12/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1300,14,Pacific,1464,1,330,BURGLARY FROM VEHICLE,1612 0344 1300,31,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,7200    CRESCENT PK,,33.9759,-118.4156
240906025,02/26/2024 12:00:00 AM,02/24/2024 12:00:00 AM,0045,09,Van Nuys,0966,2,624,BATTERY - SIMPLE ASSAULT,0411 1701 1402,78,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,,,5000    BUFFALO                      AV,,34.1618,-118.4301
240306871,02/26/2024 12:00:00 AM,02/26/2024 12:00:00 AM,0011,03,Southwest,0397,2,888,TRESPASSING,0344 0358 0913 1606 1814 2000,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888,,,,4300 S  KANSAS                       AV,,34.0055,-118.2937
240106590,02/05/2024 12:00:00 AM,02/05/2024 12:00:00 AM,1630,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0940 0352 1900 1913 0344,19,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,440,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240106777,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1155,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0346 0913 0344 1218,58,F,B,101,STREET,,,IC,Invest Cont,440,,,,6TH                          ST,MAPLE,34.0439,-118.2479
240905530,02/12/2024 12:00:00 AM,02/03/2024 12:00:00 AM,0300,09,Van Nuys,0919,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13500    VANOWEN                      ST,,34.1939,-118.4269
241805591,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1810,18,Southeast,1804,1,210,ROBBERY,0344 0342 0325 0945,0,X,X,405,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8600    AVALON                       BL,,33.9601,-118.2651
240100575,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1830,01,Central,0161,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0447 1300 1822 0337 1402 1310,16,M,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,998,,,S  8TH                          ST,FRANCISCO                    ST,34.0487,-118.2627
240606396,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,1946,06,Hollywood,0678,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1501 1822 0344,28,M,C,104,DRIVEWAY,,,IC,Invest Cont,341,,,,700 N  ARDMORE                      AV,,34.0836,-118.3016
240806093,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1430,08,West LA,0855,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0368 1300,27,M,O,108,PARKING LOT,207,OTHER KNIFE,AO,Adult Other,745,,,,1500    WESTWOOD                     BL,,34.0541,-118.4407
240605772,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1800,06,Hollywood,0678,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1501,28,X,X,504,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,1000 N  SERRANO                      AV,,34.0885,-118.3064
240106841,02/09/2024 12:00:00 AM,02/08/2024 12:00:00 AM,0820,01,Central,0129,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 0917,39,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,700 E  TEMPLE                       ST,,34.0502,-118.2336
240107797,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1620,01,Central,0127,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,H,753,DETENTION/JAIL FACILITY,,,IC,Invest Cont,740,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
241206799,02/17/2024 12:00:00 AM,02/17/2024 12:00:00 AM,0330,12,77th Street,1269,2,624,BATTERY - SIMPLE ASSAULT,1206 0913 0448 0429 1309,21,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 E  84TH                         PL,,33.962,-118.263
240705902,02/14/2024 12:00:00 AM,02/13/2024 12:00:00 AM,1000,07,Wilshire,0721,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1218,67,F,B,701,HOSPITAL,511,VERBAL THREAT,IC,Invest Cont,930,,,,8700 W  BEVERLY                      BL,,34.0768,-118.3806
240705926,02/14/2024 12:00:00 AM,02/14/2024 12:00:00 AM,0100,07,Wilshire,0727,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 1822 1402 0302 2004 2049 2051 1419,32,M,H,801,MTA BUS,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230,998,,,LA BREA,DETROIT,34.0726,-118.3393
241207047,02/20/2024 12:00:00 AM,02/13/2024 12:00:00 AM,1145,12,77th Street,1215,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346 1822 0394,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1100 W  55TH                         ST,,33.9923,-118.2938
241905267,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,0820,19,Mission,1944,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,48,M,X,721,HIGH SCHOOL,,,IC,Invest Cont,440,,,,11100    OMELVENY                     AV,,34.2722,-118.4417
242000586,02/18/2024 12:00:00 AM,02/18/2024 12:00:00 AM,1930,20,Olympic,2038,1,310,BURGLARY,1822 0342 0352 1221 1402 0321 1607,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,2900 W  8TH                          ST,,34.0598,-118.2904
241306434,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,2310,13,Newton,1307,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0913 2000 1813,20,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,ALAMEDA                      ST,OLYMPIC,34.0277,-118.2391
241207025,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1700,12,77th Street,1255,1,761,BRANDISH WEAPON,0603 0913 0361 0334 0445,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,761,,,,1500 W  FLORENCE                     AV,,33.9746,-118.3024
241305552,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2135,13,Newton,1321,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0446 0416 2000 0913 0408 2004,18,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,100 E  23RD                         ST,,34.0273,-118.2671
241306205,02/17/2024 12:00:00 AM,02/17/2024 12:00:00 AM,0230,13,Newton,1367,2,888,TRESPASSING,2004,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1500 E  VERNON                       AV,,34.0039,-118.2477
241306704,02/26/2024 12:00:00 AM,02/26/2024 12:00:00 AM,2142,13,Newton,1303,2,890,FAILURE TO YIELD,1501,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,OLYMPIC,WALL,34.038,-118.2531
241105955,02/21/2024 12:00:00 AM,02/20/2024 12:00:00 AM,1120,11,Northeast,1139,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,61,M,H,602,BANK,,,IC,Invest Cont,341,,,,5700 N  FIGUEROA                     ST,,34.1097,-118.1926
240706123,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,1339,07,Wilshire,0765,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,4700    VENICE                       BL,,34.047,-118.3388
241406709,02/26/2024 12:00:00 AM,02/25/2024 12:00:00 AM,0630,14,Pacific,1465,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420,,,,11800    BEATRICE                     ST,,33.9873,-118.4031
241306221,02/11/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1835,13,Newton,1341,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0311,23,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,740,,,,3400 S  HOPE                         ST,,34.0209,-118.2775
241207450,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2000,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0305 0419 0329 2000 1814 1243 1276,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,900 W  82ND                         ST,,33.9661,-118.2849
241900580,02/16/2024 12:00:00 AM,02/15/2024 12:00:00 AM,2230,19,Mission,1983,1,330,BURGLARY FROM VEHICLE,0344 1402,35,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,998,,,8300    COLUMBUS                     AV,,34.2214,-118.4655
241005485,02/11/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1348,10,West Valley,1077,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,4800    ENCINO                       AV,,34.1579,-118.5142
240100578,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1015,01,Central,0128,1,330,BURGLARY FROM VEHICLE,0344,33,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 E  2ND                          ST,,34.0498,-118.24
240606465,02/22/2024 12:00:00 AM,02/21/2024 12:00:00 AM,0830,06,Hollywood,0669,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344,36,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,1200 N  ARDMORE                      AV,,34.093,-118.3013
240805434,02/07/2024 12:00:00 AM,02/03/2024 12:00:00 AM,1900,08,West LA,0841,2,932,PEEPING TOM,0500,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932,,,,1300 S  BUNDY                        DR,,34.0429,-118.4661
241806251,02/18/2024 12:00:00 AM,02/10/2024 12:00:00 AM,1530,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9700 S  MAIN                         ST,,33.9483,-118.2739
241005991,02/25/2024 12:00:00 AM,02/25/2024 12:00:00 AM,1915,10,West Valley,1015,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1202,65,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,7400    GARDEN GROVE                 AV,,34.2048,-118.5295
240206377,02/15/2024 12:00:00 AM,02/15/2024 12:00:00 AM,0720,02,Rampart,0216,2,933,PROWLER,1822 0378 2003,0,X,X,755,VETERINARIAN/ANIMAL HOSPITAL,,,IC,Invest Cont,933,,,,2100 W  SUNSET                       BL,,34.0776,-118.2635
240505978,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,0130,05,Harbor,0584,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1243 0419 0444 0416,38,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,800 W  29TH                         ST,,33.7182,-118.2949
240805866,02/18/2024 12:00:00 AM,02/18/2024 12:00:00 AM,1100,08,West LA,0847,2,888,TRESPASSING,1822 1501,99,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,2200    PELHAM                       AV,,34.0465,-118.4273
240805767,02/15/2024 12:00:00 AM,02/15/2024 12:00:00 AM,1100,08,West LA,0832,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,48,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000    GRANVILLE                    AV,,34.0505,-118.465
242006120,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,0005,20,Olympic,2054,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1820 0913 0445 0416 0446 0417,47,M,A,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,3100 W  OLYMPIC                      BL,,34.0526,-118.3031
240206199,02/11/2024 12:00:00 AM,02/10/2024 12:00:00 AM,0035,02,Rampart,0202,1,330,BURGLARY FROM VEHICLE,1822 0344,26,F,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,330,,,,1000 N  VERMONT                      AV,,34.0897,-118.2917
241505816,02/06/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2335,15,N Hollywood,1562,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2058 1539 0903,39,M,H,723,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,956,,,,4500    LAUREL CANYON                BL,,34.1533,-118.4058
240505308,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1213,05,Harbor,0518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
